"","Anomaly Score"
"Image18061","65.65240250516635"
"Image18062","69.2508141653993"
"Image18063","48.4069193180588"
"Image18064","42.4740751495319"
"Image18065","56.064529386184155"
"Image18066","85.83592853074877"
"Image18067","13.127494325275043"
"Image18068","95.03444483165181"
"Image18069","94.05119458395359"
"Image18070","72.92773150614941"
"Image18071","37.72935507317535"
"Image18072","75.76370532840784"
"Image18073","40.05664735930571"
"Image18074","81.83361703750218"
"Image18075","42.84467731801218"
"Image18076","48.277946905849305"
"Image18077","11.800759851541143"
"Image18078","62.17921457361764"
"Image18079","78.41789924442782"
"Image18080","67.85633637794389"
"Image18081","21.80899788564681"
"Image18082","39.86230192611914"
"Image18083","85.30832099535637"
"Image18084","3.9762267102567237"
"Image18085","72.52036114024531"
"Image18086","45.671246844010184"
"Image18087","44.08265154329352"
"Image18088","64.80755431704469"
"Image18089","81.24085757401605"
"Image18090","64.114792783452"
"Image18091","17.919924971991225"
"Image18092","4.798232163206978"
"Image18093","88.29510354876079"
"Image18094","5.0743077485866"
"Image18095","10.852378017451732"
"Image18096","47.21020694999783"
"Image18097","65.46568355746258"
"Image18098","4.580021807714738"
"Image18099","67.73159751422534"
"Image18100","29.706187018193823"
"Image18101","41.85804394135164"
"Image18102","52.416655474841065"
"Image18103","25.470658292416598"
"Image18104","27.35742866608022"
"Image18105","50.02762270067696"
"Image18106","31.582111419486203"
"Image18107","14.859800139471657"
"Image18108","90.72700773132728"
"Image18109","39.73957506968802"
"Image18110","83.01752578658171"
"Image18111","71.4780887917749"
"Image18112","57.51710941774833"
"Image18113","55.442044855200216"
"Image18114","75.34694633626572"
"Image18115","99.60683612026534"
"Image18116","22.22381125656236"
"Image18117","76.6989201099161"
"Image18118","9.988544232109998"
"Image18119","1.6794605632012614"
"Image18120","14.128164690699188"
"Image18121","19.844879525133287"
"Image18122","94.69461061108362"
"Image18123","78.60946194707738"
"Image18124","84.17927722314234"
"Image18125","75.60447921128366"
"Image18126","25.551433080183596"
"Image18127","58.4988915415146"
"Image18128","56.42900633070052"
"Image18129","41.13254569133283"
"Image18130","71.57755436623431"
"Image18131","26.826145666678066"
"Image18132","41.509272181686626"
"Image18133","58.56815514651451"
"Image18134","8.544350017548977"
"Image18135","13.481175816127426"
"Image18136","47.62047708271291"
"Image18137","84.0985701162426"
"Image18138","22.55116181897294"
"Image18139","15.370226764330955"
"Image18140","5.82104978851584"
"Image18141","90.17229484044455"
"Image18142","38.47943430873396"
"Image18143","41.56464389469681"
"Image18144","66.26919587761226"
"Image18145","39.28400218926511"
"Image18146","36.051625991758726"
"Image18147","68.76444648536071"
"Image18148","31.301334078770893"
"Image18149","29.604124836408182"
"Image18150","83.7356582207116"
"Image18151","9.468639232084065"
"Image18152","94.36453406660024"
"Image18153","77.85896285861217"
"Image18154","91.91010428381138"
"Image18155","68.35992708802037"
"Image18156","92.77402154170835"
"Image18157","73.75734445679147"
"Image18158","82.4174003994078"
"Image18159","68.96977321364811"
"Image18160","29.8905628496588"
"Image18161","72.8635440502388"
"Image18162","77.28100341654508"
"Image18163","13.069463250773078"
"Image18164","59.49336596544941"
"Image18165","81.88881928503082"
"Image18166","14.511456898308735"
"Image18167","80.84309495553933"
"Image18168","73.39936581353813"
"Image18169","64.7581306944428"
"Image18170","65.42774962414127"
"Image18171","53.821364594260444"
"Image18172","31.618516072943464"
"Image18173","61.50709348940104"
"Image18174","48.907425058501985"
"Image18175","19.17481619680629"
"Image18176","70.79726911907692"
"Image18177","31.847003904617118"
"Image18178","91.80657294001021"
"Image18179","75.61914232094274"
"Image18180","17.213258458664463"
"Image18181","70.83822335855831"
"Image18182","88.57311868582012"
"Image18183","98.76750670368477"
"Image18184","64.92036039038874"
"Image18185","35.71078322474"
"Image18186","71.92257659731824"
"Image18187","91.76936793737826"
"Image18188","5.515190725957493"
"Image18189","32.187073496888196"
"Image18190","21.108912498912723"
"Image18191","61.369775322861074"
"Image18192","49.738059646927574"
"Image18193","5.567504208115317"
"Image18194","61.130093490004214"
"Image18195","53.86611338984593"
"Image18196","56.354528922566715"
"Image18197","33.69798154600529"
"Image18198","56.59134642640156"
"Image18199","97.17113805026298"
"Image18200","54.8572230195278"
"Image18201","66.28363654188544"
"Image18202","53.45860346113555"
"Image18203","73.57250928726663"
"Image18204","39.7275470644047"
"Image18205","35.73589846192521"
"Image18206","23.420303694850503"
"Image18207","92.68989525043513"
"Image18208","97.15070578854396"
"Image18209","45.76072671667409"
"Image18210","23.042612108876696"
"Image18211","60.80902478212243"
"Image18212","80.09702427083789"
"Image18213","59.82041496590691"
"Image18214","33.136305493568166"
"Image18215","67.03713294104574"
"Image18216","32.29803905875306"
"Image18217","8.06612550465244"
"Image18218","91.50412233573917"
"Image18219","80.71674528630146"
"Image18220","54.45339193310354"
"Image18221","67.78221701982717"
"Image18222","27.655578392994194"
"Image18223","77.37095489361775"
"Image18224","18.99840482476384"
"Image18225","79.49782305772978"
"Image18226","15.467134487700715"
"Image18227","78.69839401539242"
"Image18228","75.03660472600443"
"Image18229","44.940524685917694"
"Image18230","90.09590491230948"
"Image18231","84.93297370215551"
"Image18232","34.48759402973708"
"Image18233","69.84312316043975"
"Image18234","70.37112026440728"
"Image18235","94.60546416506513"
"Image18236","13.845451266089043"
"Image18237","23.768818345159417"
"Image18238","41.12155245581716"
"Image18239","17.732281450516133"
"Image18240","81.7786939766103"
"Image18241","64.38478682831013"
"Image18242","40.3703782740433"
"Image18243","93.63615106648253"
"Image18244","85.5854389454419"
"Image18245","66.78345068000144"
"Image18246","60.61299107199262"
"Image18247","97.79909230408893"
"Image18248","84.48473295664317"
"Image18249","10.77805049584134"
"Image18250","55.64678324968179"
"Image18251","28.241568127042235"
"Image18252","88.53765659666009"
"Image18253","49.84189355153692"
"Image18254","88.42199599038653"
"Image18255","69.4914150015721"
"Image18256","53.29997135163762"
"Image18257","12.204378947926173"
"Image18258","38.98265862638329"
"Image18259","85.36792899745367"
"Image18260","12.493100164161142"
"Image18261","79.40115659137453"
"Image18262","29.781853964662687"
"Image18263","99.70604739483767"
"Image18264","82.95990354851689"
"Image18265","63.67851233415026"
"Image18266","59.51901878107591"
"Image18267","32.876285536264504"
"Image18268","25.3212939658489"
"Image18269","17.924880621809407"
"Image18270","77.68466580979869"
"Image18271","69.74666329680318"
"Image18272","25.97217354378911"
"Image18273","44.276423534101774"
"Image18274","4.81164915283996"
"Image18275","37.67569849521608"
"Image18276","69.4082126573902"
"Image18277","30.43998043896624"
"Image18278","55.66264741434174"
"Image18279","75.1189650173525"
"Image18280","44.77038128687651"
"Image18281","28.50028159412209"
"Image18282","91.64514932897207"
"Image18283","33.690660214276086"
"Image18284","74.21016376089459"
"Image18285","20.0654561099857"
"Image18286","60.0976404491128"
"Image18287","47.062157204797124"
"Image18288","66.58637330081221"
"Image18289","53.53399781386499"
"Image18290","80.28402724433262"
"Image18291","61.21990401627125"
"Image18292","99.57641039893416"
"Image18293","77.13123489711933"
"Image18294","57.72546436339942"
"Image18295","65.4120049608788"
"Image18296","36.057415835370065"
"Image18297","48.50436581247013"
"Image18298","78.04741782070826"
"Image18299","87.63509554211242"
"Image18300","82.69560603301609"
"Image18301","37.51572631287818"
"Image18302","16.56395049621434"
"Image18303","86.71854256156699"
"Image18304","47.05710967849668"
"Image18305","65.8331574278095"
"Image18306","40.554179977903665"
"Image18307","26.362395750567373"
"Image18308","17.004748231108813"
"Image18309","79.71916707835038"
"Image18310","44.23405164591095"
"Image18311","96.77603027206253"
"Image18312","83.84386971727241"
"Image18313","97.26210772691236"
"Image18314","46.95490691159572"
"Image18315","69.9762239411742"
"Image18316","12.53527211063189"
"Image18317","94.05016619350084"
"Image18318","40.81859741313729"
"Image18319","40.72149260927457"
"Image18320","64.0706870016671"
"Image18321","54.28234008009893"
"Image18322","84.86638596359305"
"Image18323","64.94705511300398"
"Image18324","58.63061487144335"
"Image18325","79.58451718275074"
"Image18326","71.31319327765912"
"Image18327","40.55889658774075"
"Image18328","28.849909323468584"
"Image18329","12.543328632091745"
"Image18330","29.95464675792286"
"Image18331","71.03524690146696"
"Image18332","78.10918254265074"
"Image18333","32.992452056880566"
"Image18334","50.377651540998194"
"Image18335","87.78337439644336"
"Image18336","3.280288871009671"
"Image18337","58.95994185943364"
"Image18338","25.374943884601986"
"Image18339","49.63184167395573"
"Image18340","3.349901514070277"
"Image18341","53.867536200225956"
"Image18342","66.02319093897773"
"Image18343","78.2541959352383"
"Image18344","91.0549707662331"
"Image18345","87.60159468370891"
"Image18346","29.125006190081375"
"Image18347","5.837078115120084"
"Image18348","30.857585310665172"
"Image18349","19.645273941156777"
"Image18350","88.88789918609794"
"Image18351","71.44003084780094"
"Image18352","83.54558764417283"
"Image18353","64.26097914554947"
"Image18354","85.98725873106183"
"Image18355","66.11443310085907"
"Image18356","52.968306780090714"
"Image18357","73.24582464752417"
"Image18358","50.659414869810576"
"Image18359","77.39247380975604"
"Image18360","56.83705589233405"
"Image18361","53.514076832680615"
"Image18362","84.62116102650805"
"Image18363","94.59147098133441"
"Image18364","76.88461524218974"
"Image18365","40.50496808603381"
"Image18366","7.82112165616809"
"Image18367","34.924311132037815"
"Image18368","58.279177388442484"
"Image18369","3.4340604360379685"
"Image18370","60.302720695066775"
"Image18371","4.605252686560249"
"Image18372","96.62212599963352"
"Image18373","92.7156337636941"
"Image18374","6.617848024138304"
"Image18375","3.4127429799787468"
"Image18376","56.561443312295324"
"Image18377","24.304191663532418"
"Image18378","43.29908659374506"
"Image18379","20.692192097905004"
"Image18380","33.13739309938504"
"Image18381","97.95242344157232"
"Image18382","50.629048516931384"
"Image18383","48.16411264913004"
"Image18384","41.46200324091119"
"Image18385","56.219848879160025"
"Image18386","95.91597941768366"
"Image18387","68.64558125982784"
"Image18388","73.67270668610502"
"Image18389","77.82631491578508"
"Image18390","94.96965026360382"
"Image18391","38.349831720993684"
"Image18392","38.548891523086894"
"Image18393","16.63579244088099"
"Image18394","37.666272846873404"
"Image18395","18.301556448074944"
"Image18396","94.458067546698"
"Image18397","29.3945155033483"
"Image18398","44.64191756409064"
"Image18399","13.541003221536023"
"Image18400","39.53988317050919"
"Image18401","81.41890383868744"
"Image18402","31.750478684812652"
"Image18403","52.15231587128062"
"Image18404","73.3703593623185"
"Image18405","9.404606624568267"
"Image18406","35.15629539041373"
"Image18407","58.73288863989268"
"Image18408","51.96408680864371"
"Image18409","2.161095584842566"
"Image18410","65.61120638217935"
"Image18411","26.93491990582332"
"Image18412","56.06207500438448"
"Image18413","32.308687461764805"
"Image18414","94.86579770776454"
"Image18415","9.66332428650638"
"Image18416","84.04415372618645"
"Image18417","72.23088394827835"
"Image18418","5.788983957045861"
"Image18419","44.80145016923237"
"Image18420","41.90166092589246"
"Image18421","99.21659989075917"
"Image18422","51.98160959921943"
"Image18423","71.68403961013158"
"Image18424","7.9623947957504475"
"Image18425","64.28690725782286"
"Image18426","84.46775648069384"
"Image18427","70.70151792945956"
"Image18428","29.170284232093877"
"Image18429","19.867302692929076"
"Image18430","27.363157551879542"
"Image18431","84.53104440318616"
"Image18432","53.017350780353844"
"Image18433","3.1269544599522408"
"Image18434","50.69835824026978"
"Image18435","43.8981675359707"
"Image18436","10.581381725474719"
"Image18437","63.727821406887884"
"Image18438","70.61583095683048"
"Image18439","57.353699352386286"
"Image18440","21.172662083079096"
"Image18441","11.467516357865422"
"Image18442","66.75344113526316"
"Image18443","49.80527903424022"
"Image18444","52.099243241142055"
"Image18445","81.84949888961701"
"Image18446","26.29180670752694"
"Image18447","39.50976883501571"
"Image18448","67.58388940173333"
"Image18449","46.02359856458314"
"Image18450","95.15021092570838"
"Image18451","59.55355601232906"
"Image18452","53.32071400055269"
"Image18453","39.175684210358305"
"Image18454","14.267899710494238"
"Image18455","90.0950639384125"
"Image18456","95.90334516812494"
"Image18457","91.4227976686845"
"Image18458","1.8972732473853475"
"Image18459","12.331351872940186"
"Image18460","25.429930291721877"
"Image18461","10.326526040576878"
"Image18462","13.312010606640337"
"Image18463","30.49864719859894"
"Image18464","80.67933993503888"
"Image18465","97.00701797025792"
"Image18466","85.44638073321704"
"Image18467","30.298867669916874"
"Image18468","42.50220798754421"
"Image18469","97.21521851239143"
"Image18470","41.57051989182911"
"Image18471","40.292512494646736"
"Image18472","4.855921646972217"
"Image18473","1.3056274033656634"
"Image18474","16.414519161911336"
"Image18475","44.11237964123949"
"Image18476","29.000455866097425"
"Image18477","56.97054326120043"
"Image18478","6.033126267889153"
"Image18479","84.85729103736726"
"Image18480","58.40940583850127"
"Image18481","81.00631073033732"
"Image18482","25.64242165741865"
"Image18483","6.7369153982586685"
"Image18484","56.434325084857036"
"Image18485","12.103502587790846"
"Image18486","58.569825126226874"
"Image18487","50.08365586412029"
"Image18488","44.2062749472657"
"Image18489","56.147816043825124"
"Image18490","21.553537073327313"
"Image18491","41.14478345072822"
"Image18492","35.25493427594103"
"Image18493","25.10855946113283"
"Image18494","1.2844912344851362"
"Image18495","20.69745531858152"
"Image18496","23.23075533606194"
"Image18497","81.49761713094598"
"Image18498","62.094620259146986"
"Image18499","47.60372764307758"
"Image18500","42.95262431342988"
"Image18501","42.71080181085668"
"Image18502","18.5567312188223"
"Image18503","10.228773412330717"
"Image18504","2.3961767087345818"
"Image18505","82.79450449851444"
"Image18506","80.86683538125584"
"Image18507","85.40877910412513"
"Image18508","78.61438513648082"
"Image18509","30.29860646661888"
"Image18510","47.932992485002124"
"Image18511","41.14417117041766"
"Image18512","29.11174904704965"
"Image18513","50.007801174341964"
"Image18514","62.495528823853064"
"Image18515","18.466918579218284"
"Image18516","24.623204398420796"
"Image18517","64.56196081741156"
"Image18518","74.00984105166476"
"Image18519","90.01217043703699"
"Image18520","16.787214840417214"
"Image18521","20.613026857598925"
"Image18522","25.148799146415826"
"Image18523","1.4440209070814571"
"Image18524","78.78061181979686"
"Image18525","29.62785359085227"
"Image18526","4.56492072437172"
"Image18527","47.157269318276235"
"Image18528","75.21349128157118"
"Image18529","57.45058598885413"
"Image18530","81.30171051251565"
"Image18531","40.66615257528044"
"Image18532","37.19496504715347"
"Image18533","44.03229194651519"
"Image18534","85.5380079253052"
"Image18535","2.8042459230494914"
"Image18536","98.78365276161722"
"Image18537","83.3316823025396"
"Image18538","3.506776809206673"
"Image18539","76.39260500578905"
"Image18540","77.27961098090029"
"Image18541","68.71861272087897"
"Image18542","72.33092277924518"
"Image18543","70.8843052071518"
"Image18544","84.21747956628548"
"Image18545","68.52829245470609"
"Image18546","53.6837289267333"
"Image18547","92.0079793088765"
"Image18548","55.052891748249294"
"Image18549","46.44882185821004"
"Image18550","50.76990813384207"
"Image18551","64.29465299256381"
"Image18552","39.33923192655555"
"Image18553","36.010671848834974"
"Image18554","93.35114974687643"
"Image18555","5.835885819244169"
"Image18556","44.65390727562537"
"Image18557","75.2809676911702"
"Image18558","32.812319478421514"
"Image18559","22.743528889055504"
"Image18560","2.792892340594929"
"Image18561","87.07571674993737"
"Image18562","49.700849470837504"
"Image18563","47.649584966052814"
"Image18564","27.468618700894172"
"Image18565","49.43509320358432"
"Image18566","57.61921133856528"
"Image18567","19.164171979562084"
"Image18568","25.087259849260192"
"Image18569","41.362118751091664"
"Image18570","16.78213610071051"
"Image18571","31.035664982023754"
"Image18572","83.10688400709216"
"Image18573","40.19406169448126"
"Image18574","51.53473084698477"
"Image18575","5.895451888369929"
"Image18576","29.91694827083677"
"Image18577","80.70208710396348"
"Image18578","97.07942416422263"
"Image18579","85.16425870825803"
"Image18580","77.8806176401216"
"Image18581","19.787023964412928"
"Image18582","40.408937322516024"
"Image18583","49.17749875726406"
"Image18584","58.627564615861026"
"Image18585","33.00522362150455"
"Image18586","16.913320248899044"
"Image18587","34.321225754542894"
"Image18588","53.29612595585774"
"Image18589","85.76296902603914"
"Image18590","48.730506752423"
"Image18591","62.045325761267115"
"Image18592","17.057789691787754"
"Image18593","13.767088626575498"
"Image18594","84.82591919957011"
"Image18595","93.53402476238877"
"Image18596","8.119009933176155"
"Image18597","49.763324563067314"
"Image18598","66.90562594816008"
"Image18599","67.8040459319032"
"Image18600","93.22514260204501"
"Image18601","29.66846417173297"
"Image18602","81.55712969769449"
"Image18603","73.32663294936083"
"Image18604","54.975604786498124"
"Image18605","63.320702501423646"
"Image18606","48.55929309871781"
"Image18607","29.990668721478844"
"Image18608","11.870796360219554"
"Image18609","50.17745659925958"
"Image18610","40.22126549930154"
"Image18611","46.12457952674088"
"Image18612","33.774881204090704"
"Image18613","87.71114674476689"
"Image18614","80.19876368532906"
"Image18615","55.365762341477385"
"Image18616","75.90455068165875"
"Image18617","30.507867102799906"
"Image18618","44.26207177281286"
"Image18619","55.72377635387006"
"Image18620","90.63221321049531"
"Image18621","70.85961174367877"
"Image18622","97.06026057817898"
"Image18623","9.695014524493471"
"Image18624","34.461680714382595"
"Image18625","41.284272287854726"
"Image18626","47.352217096382184"
"Image18627","16.854750162893147"
"Image18628","91.54119524711055"
"Image18629","34.794090812339135"
"Image18630","32.83080881133924"
"Image18631","40.03710533565984"
"Image18632","27.753472949551796"
"Image18633","86.89593739487054"
"Image18634","48.80375665865069"
"Image18635","61.54143806785073"
"Image18636","36.07859645583746"
"Image18637","50.64425710337918"
"Image18638","15.659699483032774"
"Image18639","11.814684702681484"
"Image18640","34.016818541671384"
"Image18641","43.83939084938238"
"Image18642","65.76830872818661"
"Image18643","53.441101487564005"
"Image18644","44.24352192721267"
"Image18645","80.66247317838892"
"Image18646","96.12907764383918"
"Image18647","67.13554088800326"
"Image18648","86.09350865933084"
"Image18649","14.90144449884484"
"Image18650","64.17869544662656"
"Image18651","67.55851948083146"
"Image18652","87.20321273096356"
"Image18653","72.90142345551367"
"Image18654","26.737844280237333"
"Image18655","4.675419965305057"
"Image18656","14.191961428018299"
"Image18657","26.69194416856743"
"Image18658","57.025848707475674"
"Image18659","55.133789911468135"
"Image18660","40.356358902849735"
"Image18661","44.82159446660427"
"Image18662","73.70599910974056"
"Image18663","20.42336312631857"
"Image18664","66.56210571972"
"Image18665","32.565768236771405"
"Image18666","43.92150521320146"
"Image18667","76.7800549716825"
"Image18668","46.355842812308794"
"Image18669","62.12365222065689"
"Image18670","95.48054283256418"
"Image18671","17.953529395014943"
"Image18672","40.704852961610335"
"Image18673","95.87917018719564"
"Image18674","27.05978679334074"
"Image18675","65.73195830433772"
"Image18676","29.590145804586104"
"Image18677","46.50669114975689"
"Image18678","21.129842582731815"
"Image18679","3.5341229089720443"
"Image18680","37.24883721002614"
"Image18681","53.293068285670635"
"Image18682","9.021712610755785"
"Image18683","45.1191038569005"
"Image18684","27.001235211126218"
"Image18685","75.47830259737185"
"Image18686","80.91112891291134"
"Image18687","23.739544736356873"
"Image18688","33.44575635587931"
"Image18689","10.54687592123584"
"Image18690","39.79356228972203"
"Image18691","96.65016575269314"
"Image18692","85.13338065426906"
"Image18693","40.782772830608614"
"Image18694","18.48537387865002"
"Image18695","57.872866124565135"
"Image18696","75.00448641344126"
"Image18697","69.9535144554076"
"Image18698","29.836306237937237"
"Image18699","52.2094505507595"
"Image18700","63.979105634157484"
"Image18701","33.91273205015931"
"Image18702","78.27196312802567"
"Image18703","95.72260614962408"
"Image18704","31.245676967918623"
"Image18705","75.23175882051953"
"Image18706","7.615874156913311"
"Image18707","52.67008846059044"
"Image18708","24.324212227601286"
"Image18709","71.17157524227557"
"Image18710","8.038281898815551"
"Image18711","13.588420915841128"
"Image18712","23.570439365438084"
"Image18713","74.35998057929712"
"Image18714","80.82792021087754"
"Image18715","13.402492443887512"
"Image18716","72.78061163949735"
"Image18717","14.867082133620498"
"Image18718","64.97225678871266"
"Image18719","84.10146444518878"
"Image18720","94.31868101499033"
"Image18721","8.534722437644401"
"Image18722","36.058448147739426"
"Image18723","53.272981567683225"
"Image18724","8.90558556451493"
"Image18725","63.30813777981767"
"Image18726","75.95101510360223"
"Image18727","7.863120150615509"
"Image18728","27.24361926965882"
"Image18729","55.114300439489696"
"Image18730","98.75756172485904"
"Image18731","51.36274639378205"
"Image18732","10.899903194242905"
"Image18733","11.602128670818564"
"Image18734","11.066644457412286"
"Image18735","66.9442068096626"
"Image18736","76.59398121055122"
"Image18737","12.938980079712769"
"Image18738","9.964023635705182"
"Image18739","68.90619613246801"
"Image18740","21.198743200855585"
"Image18741","87.34334956224154"
"Image18742","80.96841269056466"
"Image18743","97.36818527349435"
"Image18744","18.146140481948695"
"Image18745","31.64160563004264"
"Image18746","16.85207146463145"
"Image18747","79.2526735975345"
"Image18748","2.6994190900214328"
"Image18749","81.58314458278362"
"Image18750","55.318917246137495"
"Image18751","31.986372008968928"
"Image18752","83.64931405861195"
"Image18753","36.60897643513443"
"Image18754","86.48828079735253"
"Image18755","99.45702663341646"
"Image18756","55.96730483592352"
"Image18757","38.65231467867746"
"Image18758","37.562152400544996"
"Image18759","58.09883111642331"
"Image18760","34.58526651450084"
"Image18761","73.0148696093364"
"Image18762","74.51404000356914"
"Image18763","10.736296662338258"
"Image18764","53.272307759899874"
"Image18765","45.7726053627973"
"Image18766","32.84076371094919"
"Image18767","20.292493229531797"
"Image18768","99.93428896765589"
"Image18769","22.204162760315796"
"Image18770","5.704394068334102"
"Image18771","31.06210116238918"
"Image18772","67.19326459005066"
"Image18773","9.168102577027794"
"Image18774","46.74040432398008"
"Image18775","79.36460656894208"
"Image18776","34.145533367718514"
"Image18777","73.29484239711923"
"Image18778","7.943212523665975"
"Image18779","86.88983096510303"
"Image18780","41.42165702830877"
"Image18781","15.800888550565894"
"Image18782","49.816192441059556"
"Image18783","63.52353927411667"
"Image18784","5.857862581422568"
"Image18785","71.87509644680367"
"Image18786","44.94340328041381"
"Image18787","21.048331073263387"
"Image18788","72.81344872171121"
"Image18789","95.70627631540812"
"Image18790","13.93068091951724"
"Image18791","21.500169301146165"
"Image18792","1.8074366895464515"
"Image18793","5.038022405308254"
"Image18794","19.381185240580777"
"Image18795","53.53245246440368"
"Image18796","87.16490960149645"
"Image18797","94.60537451766255"
"Image18798","8.111639545235443"
"Image18799","4.660829834189543"
"Image18800","94.35947667078834"
"Image18801","46.299478585865266"
"Image18802","45.93857400870683"
"Image18803","49.32393629181098"
"Image18804","41.43478854619956"
"Image18805","69.8669692584985"
"Image18806","46.65413820441834"
"Image18807","20.294494756259414"
"Image18808","48.477632947713225"
"Image18809","3.909822930037422"
"Image18810","61.92668270776357"
"Image18811","11.739976678881906"
"Image18812","50.4468999028775"
"Image18813","83.0885168530831"
"Image18814","84.52598720216885"
"Image18815","18.848501829432934"
"Image18816","9.669021697252466"
"Image18817","69.13110288714455"
"Image18818","38.002284235142774"
"Image18819","50.966731807983386"
"Image18820","50.938282430745524"
"Image18821","71.27473435434975"
"Image18822","71.32819047610587"
"Image18823","30.916484091918306"
"Image18824","21.69526322937401"
"Image18825","86.71573365591401"
"Image18826","42.130786577857926"
"Image18827","99.86059094566477"
"Image18828","44.962798883106394"
"Image18829","87.3352345591264"
"Image18830","26.018340999680646"
"Image18831","83.3667566032046"
"Image18832","58.75972228108107"
"Image18833","52.97905327145104"
"Image18834","45.59122743303539"
"Image18835","60.9730129106968"
"Image18836","64.36644408002535"
"Image18837","86.20700401414796"
"Image18838","6.364045096670003"
"Image18839","85.75569538455704"
"Image18840","29.42059075628144"
"Image18841","26.3937121804656"
"Image18842","10.444209724706472"
"Image18843","21.453016398923772"
"Image18844","49.00640398202406"
"Image18845","74.31264003416325"
"Image18846","71.70892280343841"
"Image18847","19.66762799160532"
"Image18848","17.64296447630177"
"Image18849","4.316164090317784"
"Image18850","80.82295900237463"
"Image18851","8.607090402577533"
"Image18852","47.80393475447404"
"Image18853","55.732896616958776"
"Image18854","4.034441925085174"
"Image18855","87.74937025763944"
"Image18856","56.67324079560295"
"Image18857","67.16720365467926"
"Image18858","49.20328312393967"
"Image18859","65.84233331165147"
"Image18860","85.52458687525898"
"Image18861","76.12472241856095"
"Image18862","19.462407480355242"
"Image18863","53.97791886457658"
"Image18864","68.71469732513904"
"Image18865","44.055851412204944"
"Image18866","42.94046481696137"
"Image18867","26.90304660410218"
"Image18868","60.33713748950256"
"Image18869","71.5344438506635"
"Image18870","82.72989700213363"
"Image18871","59.20450604076218"
"Image18872","49.41315497312945"
"Image18873","3.371367442756499"
"Image18874","6.27399124207623"
"Image18875","34.01672318281027"
"Image18876","21.779507254940427"
"Image18877","51.82785412324807"
"Image18878","2.7272939218602392"
"Image18879","22.531348480377794"
"Image18880","19.79225204112524"
"Image18881","18.803108347987568"
"Image18882","3.78630927519672"
"Image18883","48.66054471810142"
"Image18884","62.284937599018704"
"Image18885","92.73024342895664"
"Image18886","11.337016306762882"
"Image18887","85.76919130855285"
"Image18888","59.594914512488785"
"Image18889","10.453848273972769"
"Image18890","52.31034508499258"
"Image18891","44.8582488991647"
"Image18892","42.55355584963984"
"Image18893","50.494680739370615"
"Image18894","82.3761620623696"
"Image18895","12.554556587278979"
"Image18896","30.400073255052327"
"Image18897","63.55490742564261"
"Image18898","98.229817523148"
"Image18899","67.5439396536188"
"Image18900","98.31492594915026"
"Image18901","14.79680457277505"
"Image18902","28.29672706142426"
"Image18903","31.43944987096097"
"Image18904","7.124694911023229"
"Image18905","31.140407027936128"
"Image18906","60.981365596163386"
"Image18907","79.28875887535249"
"Image18908","31.912080950808825"
"Image18909","23.17329941699497"
"Image18910","2.4157358677283556"
"Image18911","69.72706716313635"
"Image18912","68.93110860810393"
"Image18913","2.074595265291513"
"Image18914","72.24120175631157"
"Image18915","16.541201123970666"
"Image18916","17.110950986905646"
"Image18917","22.834917582126366"
"Image18918","16.280045042635606"
"Image18919","47.74665665720595"
"Image18920","41.48600013766585"
"Image18921","15.51059388107053"
"Image18922","74.48430050751955"
"Image18923","97.69875070279384"
"Image18924","45.120608394548825"
"Image18925","63.67366169395906"
"Image18926","84.98875879160029"
"Image18927","64.05033886584843"
"Image18928","43.279887921510266"
"Image18929","31.520601437949217"
"Image18930","91.35646427457067"
"Image18931","28.652625229651882"
"Image18932","31.23734123039975"
"Image18933","5.942294976318685"
"Image18934","17.859137081631626"
"Image18935","29.043550452791514"
"Image18936","13.8231673482408"
"Image18937","9.056128343947538"
"Image18938","36.545216487339005"
"Image18939","15.622248113683058"
"Image18940","70.57714733843461"
"Image18941","66.6930491779273"
"Image18942","27.61537522716367"
"Image18943","46.64262934395667"
"Image18944","84.15138407752224"
"Image18945","75.89580171161543"
"Image18946","75.6443320748133"
"Image18947","49.11379086387657"
"Image18948","36.776758419299384"
"Image18949","5.23007849623321"
"Image18950","46.98123968841743"
"Image18951","1.269315993863784"
"Image18952","10.329498453338024"
"Image18953","63.79112459364274"
"Image18954","92.91970388415231"
"Image18955","64.3281610949901"
"Image18956","14.807792068568085"
"Image18957","71.01670026269456"
"Image18958","53.81999201801054"
"Image18959","24.040018494680734"
"Image18960","95.99317139716518"
"Image18961","15.967300911635746"
"Image18962","89.67181986935233"
"Image18963","22.072052990338587"
"Image18964","50.381034487680836"
"Image18965","58.35298040893635"
"Image18966","60.573466155307294"
"Image18967","67.72923482014386"
"Image18968","54.69916935463393"
"Image18969","66.11563913441272"
"Image18970","16.19678636061996"
"Image18971","5.466290002788428"
"Image18972","11.662491581245723"
"Image18973","27.340582199803926"
"Image18974","40.56007847541515"
"Image18975","83.88774039587382"
"Image18976","50.44594244620774"
"Image18977","92.46599467227735"
"Image18978","89.89975682437542"
"Image18979","87.4424695892919"
"Image18980","25.702525515805245"
"Image18981","36.77925191648386"
"Image18982","35.186691249366454"
"Image18983","30.181000875601548"
"Image18984","40.298259684302124"
"Image18985","18.3371728194489"
"Image18986","49.46297142452128"
"Image18987","1.9233563583986695"
"Image18988","58.543962492151394"
"Image18989","92.75176560540308"
"Image18990","45.754758430043985"
"Image18991","17.60242497660785"
